WL          Excit           loggf   ele      num    Ion lt
-------     ---------       ------- ---      ---    -----
4523.40     3.65     -1.871  FeI      26.0
4531.62     3.21     -1.801  FeI      26.0
4537.67     3.27     -2.870  FeI      26.0
4551.65     3.94     -1.928  FeI      26.0
4554.46     2.87     -2.752  FeI      26.0
4556.93     3.25     -2.644  FeI      26.0
4561.41     2.76     -2.879  FeI      26.0
4566.52     3.30     -2.156  FeI      26.0
4574.22     3.21     -2.353  FeI      26.0
4574.72     2.28     -2.823  FeI      26.0
4579.33     2.83     -3.024  FeI      26.0
4593.53     3.94     -1.921  FeI      26.0
4596.41     3.65     -2.090  FeI      26.0
4602.00     1.61     -3.163  FeI      26.0
4602.95     1.49     -2.291  FeI      26.0
4607.65     3.98     -0.754  FeI      26.0
4625.05     3.24     -1.222  FeI      26.0
4630.12     2.28     -2.488  FeI      26.0
4631.49     4.55     -1.890  FeI      26.0
4635.85     2.85     -2.384  FeI      26.0
4661.54     4.56     -1.186  FeI      26.0
4690.14     3.69     -1.550  FeI      26.0
4741.53     2.83     -2.027  FeI      26.0
4749.95     4.56     -1.236  FeI      26.0
4757.58     3.27     -1.988  FeI      26.0
4772.82     1.56     -2.752  FeI      26.0
4779.44     3.42     -2.162  FeI      26.0
4780.81     3.25     -3.236  FeI      26.0
4787.83     3.00     -2.532  FeI      26.0
4788.76     3.24     -1.791  FeI      26.0
4789.65     3.55     -1.171  FeI      26.0
4793.97     3.05     -3.464  FeI      26.0
4794.36     2.42     -3.892  FeI      26.0
4799.41     3.64     -2.073  FeI      26.0
4802.52     4.61     -1.714  FeI      26.0
4802.88     3.69     -1.527  FeI      26.0
4808.15     3.25     -2.630  FeI      26.0
4809.94     3.57     -2.542  FeI      26.0
4811.05     3.07     -3.182  FeI      26.0
4885.43     3.88     -1.136  FeI      26.0
4905.14     3.93     -1.818  FeI      26.0
4924.77     2.28     -2.058  FeI      26.0
4946.39     3.37     -1.049  FeI      26.0
4952.65     4.21     -1.184  FeI      26.0
4961.92     3.63     -2.301  FeI      26.0
4962.58     4.18     -1.209  FeI      26.0
4967.90     4.19     -0.720  FeI      26.0
4993.70     4.21     -1.138  FeI      26.0
4994.14     0.92     -3.171  FeI      26.0
5044.22     2.85     -2.038  FeI      26.0
5049.82     2.28     -1.432  FeI      26.0
5054.65     3.64     -1.992  FeI      26.0
5067.15     4.22     -0.860  FeI      26.0
5068.77     2.94     -1.074  FeI      26.0
5072.68     4.22     -0.983  FeI      26.0
5074.76     4.22     -0.229  FeI      26.0
5083.34     0.96     -3.047  FeI      26.0
5088.15     4.15     -1.554  FeI      26.0
5090.78     4.26     -0.514  FeI      26.0
5107.45     0.99     -3.151  FeI      26.0
5107.65     1.56     -2.600  FeI      26.0
5109.65     4.30     -0.736  FeI      26.0
5127.36     0.92     -3.317  FeI      26.0
5129.63     3.94     -1.469  FeI      26.0
5141.74     2.42     -2.125  FeI      26.0
5143.73     2.20     -3.811  FeI      26.0
5151.91     1.01     -3.155  FeI      26.0
5159.06     4.28     -0.846  FeI      26.0
5180.06     4.47     -1.105  FeI      26.0
5187.91     4.14     -1.202  FeI      26.0
5194.95     1.56     -2.333  FeI      26.0
5195.48     4.22     -0.441  FeI      26.0
5196.06     4.26     -0.827  FeI      26.0
5197.94     4.30     -1.491  FeI      26.0
5198.72     2.22     -2.164  FeI      26.0
5217.40     3.21     -1.082  FeI      26.0
5223.19     3.63     -2.252  FeI      26.0
5225.53     0.11     -4.773  FeI      26.0
5228.38     4.22     -1.095  FeI      26.0
5229.86     3.28     -0.935  FeI      26.0
5242.50     3.63     -1.124  FeI      26.0
5243.78     4.26     -1.022  FeI      26.0
5247.06     0.09     -4.941  FeI      26.0
5250.21     0.12     -4.870  FeI      26.0
5253.02     2.28     -3.855  FeI      26.0
5253.47     3.28     -1.591  FeI      26.0
5263.31     3.27     -0.864  FeI      26.0
5288.53     3.69     -1.612  FeI      26.0
5293.96     4.14     -1.747  FeI      26.0
5294.55     3.64     -2.627  FeI      26.0
5295.32     4.42     -1.518  FeI      26.0
5361.62     4.42     -1.205  FeI      26.0
5373.71     4.47     -0.841  FeI      26.0
5376.83     4.29     -2.040  FeI      26.0
5379.58     3.69     -1.552  FeI      26.0
5386.34     4.15     -1.709  FeI      26.0
5389.48     4.42     -0.534  FeI      26.0
5395.22     4.45     -1.724  FeI      26.0
5398.28     4.45     -0.684  FeI      26.0
5401.27     4.32     -1.712  FeI      26.0
5406.78     4.37     -1.429  FeI      26.0
5409.14     4.37     -1.051  FeI      26.0
5417.04     4.42     -1.404  FeI      26.0
5432.95     4.45     -0.729  FeI      26.0
5436.30     4.39     -1.319  FeI      26.0
5436.59     2.28     -3.267  FeI      26.0
5441.34     4.31     -1.558  FeI      26.0
5461.55     4.45     -1.570  FeI      26.0
5464.28     4.14     -1.595  FeI      26.0
5466.99     3.65     -2.141  FeI      26.0
5473.17     4.19     -1.986  FeI      26.0
5481.25     4.10     -1.203  FeI      26.0
5491.83     4.19     -2.195  FeI      26.0
5522.45     4.21     -1.419  FeI      26.0
5534.66     4.15     -2.391  FeI      26.0
5538.52     3.63     -2.090  FeI      26.0
5543.94     4.22     -1.070  FeI      26.0
5546.51     4.37     -1.124  FeI      26.0
5547.00     4.22     -1.741  FeI      26.0
5553.58     4.43     -1.321  FeI      26.0
5560.22     4.43     -1.064  FeI      26.0
5567.40     2.61     -2.594  FeI      26.0
5577.03     5.03     -1.485  FeI      26.0
5584.77     3.57     -2.189  FeI      26.0
5587.58     4.14     -1.656  FeI      26.0
5594.66     4.55     -0.858  FeI      26.0
5618.64     4.21     -1.298  FeI      26.0
5619.60     4.39     -1.435  FeI      26.0
5633.95     4.99     -0.385  FeI      26.0
5635.83     4.26     -1.556  FeI      26.0
5636.70     3.64     -2.511  FeI      26.0
5638.27     4.22     -0.809  FeI      26.0
5641.44     4.26     -0.969  FeI      26.0
5649.99     5.10     -0.785  FeI      26.0
5651.47     4.47     -1.763  FeI      26.0
5652.32     4.26     -1.751  FeI      26.0
5653.87     4.39     -1.402  FeI      26.0
5661.35     4.28     -1.828  FeI      26.0
5662.52     4.18     -0.601  FeI      26.0
5667.52     4.18     -1.292  FeI      26.0
5679.03     4.65     -0.756  FeI      26.0
5680.24     4.19     -2.330  FeI      26.0
5701.55     2.56     -2.162  FeI      26.0
5715.09     4.28     -0.847  FeI      26.0
5720.90     4.55     -1.805  FeI      26.0
5731.77     4.26     -1.124  FeI      26.0
5738.24     4.22     -2.164  FeI      26.0
5741.85     4.26     -1.626  FeI      26.0
5752.04     4.55     -0.917  FeI      26.0
5775.08     4.22     -1.124  FeI      26.0
5778.46     4.15     -1.967  FeI      26.0
5793.92     4.22     -1.622  FeI      26.0
5806.73     4.61     -0.877  FeI      26.0
5809.22     3.88     -1.614  FeI      26.0
5811.92     4.14     -2.333  FeI      26.0
5814.81     4.28     -1.820  FeI      26.0
5815.22     4.15     -2.364  FeI      26.0
5827.88     3.28     -3.147  FeI      26.0
5852.22     4.55     -1.190  FeI      26.0
5853.15     1.49     -5.130  FeI      26.0
5855.08     4.61     -1.531  FeI      26.0
5856.09     4.29     -1.572  FeI      26.0
5862.36     4.55     -0.404  FeI      26.0
5902.48     4.59     -1.797  FeI      26.0
5905.68     4.65     -0.775  FeI      26.0
5916.26     2.45     -2.920  FeI      26.0
5927.79     4.65     -1.057  FeI      26.0
5929.68     4.55     -1.211  FeI      26.0
5930.19     4.65     -0.326  FeI      26.0
5934.66     3.93     -1.091  FeI      26.0
5956.70     0.86     -4.526  FeI      26.0
5983.69     4.55     -0.719  FeI      26.0
5984.82     4.73     -0.335  FeI      26.0
5987.07     4.79     -0.478  FeI      26.0
6005.55     2.59     -3.479  FeI      26.0
6024.06     4.55     -0.124  FeI      26.0
6027.06     4.08     -1.178  FeI      26.0
6034.04     4.31     -2.306  FeI      26.0
6035.34     4.29     -2.476  FeI      26.0
6054.08     4.37     -2.237  FeI      26.0
6056.01     4.73     -0.489  FeI      26.0
6065.49     2.61     -1.616  FeI      26.0
6078.49     4.79     -0.364  FeI      26.0
6079.01     4.65     -1.008  FeI      26.0
6082.72     2.22     -3.566  FeI      26.0
6089.57     4.58     -1.273  FeI      26.0
6094.38     4.65     -1.566  FeI      26.0
6096.67     3.98     -1.776  FeI      26.0
6098.25     4.56     -1.755  FeI      26.0
6120.25     0.92     -5.894  FeI      26.0
6127.91     4.14     -1.417  FeI      26.0
6151.62     2.18     -3.298  FeI      26.0
6157.73     4.08     -1.238  FeI      26.0
6159.38     4.61     -1.878  FeI      26.0
6165.36     4.14     -1.502  FeI      26.0
6173.34     2.22     -2.877  FeI      26.0
6180.21     2.73     -2.632  FeI      26.0
6187.99     3.94     -1.620  FeI      26.0
6200.32     2.61     -2.397  FeI      26.0
6213.44     2.22     -2.580  FeI      26.0
6219.29     2.20     -2.463  FeI      26.0
6220.79     3.88     -2.330  FeI      26.0
6226.74     3.88     -2.069  FeI      26.0
6229.24     2.85     -2.866  FeI      26.0
6232.65     3.65     -1.240  FeI      26.0
6240.65     2.22     -3.292  FeI      26.0
6265.14     2.18     -2.559  FeI      26.0
6270.23     2.86     -2.573  FeI      26.0
6290.98     4.73     -0.576  FeI      26.0
6297.80     2.22     -2.777  FeI      26.0
6303.46     4.32     -2.492  FeI      26.0
6315.81     4.08     -1.645  FeI      26.0
6322.69     2.59     -2.368  FeI      26.0
6335.34     2.20     -2.339  FeI      26.0
6336.83     3.69     -0.858  FeI      26.0
6358.68     0.86     -3.907  FeI      26.0
6380.75     4.19     -1.322  FeI      26.0
6385.72     4.73     -1.828  FeI      26.0
6392.54     2.28     -3.942  FeI      26.0
6430.85     2.18     -2.127  FeI      26.0
6481.88     2.28     -2.929  FeI      26.0
6498.94     0.96     -4.627  FeI      26.0
6581.21     1.49     -4.706  FeI      26.0
6593.88     2.43     -2.384  FeI      26.0
6608.03     2.28     -3.967  FeI      26.0
6609.12     2.56     -2.632  FeI      26.0
6625.02     1.01     -5.284  FeI      26.0
6627.55     4.55     -1.475  FeI      26.0
6646.94     2.61     -3.915  FeI      26.0
6653.86     4.15     -2.407  FeI      26.0
6699.15     4.59     -2.106  FeI      26.0
6703.57     2.76     -3.022  FeI      26.0
6705.11     4.61     -1.057  FeI      26.0
6710.32     1.49     -4.810  FeI      26.0
6713.05     4.61     -1.514  FeI      26.0
6713.20     4.14     -2.438  FeI      26.0
6713.74     4.79     -1.425  FeI      26.0
6725.36     4.10     -2.187  FeI      26.0
6726.67     4.61     -1.045  FeI      26.0
6732.07     4.58     -2.144  FeI      26.0
6733.15     4.64     -1.429  FeI      26.0
6739.52     1.56     -4.902  FeI      26.0
6745.11     4.58     -2.094  FeI      26.0
6745.97     4.08     -2.657  FeI      26.0
6750.16     2.42     -2.615  FeI      26.0
6752.71     4.64     -1.234  FeI      26.0
6786.86     4.19     -1.886  FeI      26.0
6793.26     4.58     -1.901  FeI      26.0
6806.85     2.73     -3.103  FeI      26.0
6810.27     4.61     -0.995  FeI      26.0
6820.37     4.64     -1.134  FeI      26.0
6828.60     3.57     -1.871  FeI      26.0
6833.23     4.64     -1.975  FeI      26.0
6837.01     4.59     -1.732  FeI      26.0
6839.84     2.56     -3.377  FeI      26.0
6842.69     4.64     -1.169  FeI      26.0
6843.66     4.55     -0.867  FeI      26.0
6855.72     4.61     -1.674  FeI      26.0
6857.25     4.08     -2.075  FeI      26.0
6858.15     4.61     -0.972  FeI      26.0
6861.94     2.42     -3.795  FeI      26.0
6862.50     4.56     -1.437  FeI      26.0
6864.32     4.56     -2.229  FeI      26.0
4508.28     2.86     -2.403  FeII     26.1
4520.22     2.81     -2.563  FeII     26.1
4534.17     2.86     -3.203  FeII     26.1
4541.52     2.86     -2.762  FeII     26.1
4576.34     2.84     -2.947  FeII     26.1
4582.84     2.84     -3.076  FeII     26.1
4620.51     2.83     -3.234  FeII     26.1
4629.34     2.81     -2.262  FeII     26.1
4656.98     2.89     -3.676  FeII     26.1
4670.17     2.58     -4.011  FeII     26.1
4923.93     2.89     -1.541  FeII     26.1
5132.67     2.81     -4.008  FeII     26.1
5197.57     3.23     -2.293  FeII     26.1
5234.63     3.22     -2.235  FeII     26.1
5256.94     2.89     -4.019  FeII     26.1
5264.81     3.23     -3.091  FeII     26.1
5284.11     2.89     -3.132  FeII     26.1
5414.07     3.22     -3.568  FeII     26.1
5425.25     3.20     -3.234  FeII     26.1
5427.81     6.72     -1.481  FeII     26.1
5525.12     3.27     -4.000  FeII     26.1
5534.85     3.25     -2.792  FeII     26.1
5991.38     3.15     -3.539  FeII     26.1
6084.11     3.20     -3.774  FeII     26.1
6113.32     3.22     -4.108  FeII     26.1
6149.25     3.89     -2.719  FeII     26.1
6238.39     3.89     -2.526  FeII     26.1
6239.94     3.89     -3.448  FeII     26.1
6247.56     3.89     -2.347  FeII     26.1
